id,variant_name,paraphrase_level,question_text,choices,answerKey,nli_entailment,nli_neutral,nli_contradiction,nli_margin,nli_label,semantic_ok
e5593c5c3951ea5c03a7531eaf98da14,original,original,Billy turned off the water by using the diaphragm.  A diaphragm is a type is what?,"{'A': 'drugstore', 'B': 'human', 'C': 'bivalve', 'D': 'valve', 'E': 'gas pump'}",D,1.0,0.0,0.0,1.0,entailment,True
e5593c5c3951ea5c03a7531eaf98da14,medium_1,medium,Billy turned off the water by using the diaphragm - What is a diaphragm?,"{'A': 'drugstore', 'B': 'human', 'C': 'bivalve', 'D': 'valve', 'E': 'gas pump'}",D,0.8894973993301392,0.028017204254865646,0.08248540014028549,0.8070119991898537,entailment,True
e5593c5c3951ea5c03a7531eaf98da14,medium_2,medium,"Billy turned off the water by using the diaphragm, A diaphragm is what?","{'A': 'drugstore', 'B': 'human', 'C': 'bivalve', 'D': 'valve', 'E': 'gas pump'}",D,0.9860784411430359,0.008617189712822437,0.00530433701351285,0.980774104129523,entailment,True
e5593c5c3951ea5c03a7531eaf98da14,medium_3,medium,"Billy turned off the water by using the diaphragm, which is a type of diaphragm?","{'A': 'drugstore', 'B': 'human', 'C': 'bivalve', 'D': 'valve', 'E': 'gas pump'}",D,0.990103006362915,0.007670457940548658,0.0022265517618507147,0.9878764546010643,entailment,True
e5593c5c3951ea5c03a7531eaf98da14,strong_1,strong,Billy turned off water by using the diaphragm. What is a diaphragm type?,"{'A': 'drugstore', 'B': 'human', 'C': 'bivalve', 'D': 'valve', 'E': 'gas pump'}",D,0.9944663643836975,0.003444911679252982,0.002088789129629731,0.9923775752540678,entailment,True
e5593c5c3951ea5c03a7531eaf98da14,strong_2,strong,Billy plugged water by using a diaphragm - a diaphragm is what?,"{'A': 'drugstore', 'B': 'human', 'C': 'bivalve', 'D': 'valve', 'E': 'gas pump'}",D,0.016037149354815483,0.005346027202904224,0.9786167740821838,-0.9625796247273684,contradiction,False
e5593c5c3951ea5c03a7531eaf98da14,strong_3,strong,"Billy turned off the water by using the diaphragm, a diaphragm is what?","{'A': 'drugstore', 'B': 'human', 'C': 'bivalve', 'D': 'valve', 'E': 'gas pump'}",D,0.9869712591171265,0.008379152044653893,0.004649587441235781,0.9823216716758907,entailment,True
0f5976ba9ec5643e48175ca5bf76a742,original,original,"If someone saved up for a new bass, where would they go to get it?","{'A': 'freshwater lake', 'B': 'seafood restaurant', 'C': 'music store', 'D': 'barbershop quartette', 'E': 'river'}",C,1.0,0.0,0.0,1.0,entailment,True
0f5976ba9ec5643e48175ca5bf76a742,medium_1,medium,"If someone saved for a new bass, where would they go to get it?","{'A': 'freshwater lake', 'B': 'seafood restaurant', 'C': 'music store', 'D': 'barbershop quartette', 'E': 'river'}",C,0.9848663210868835,0.013158194720745087,0.00197544670663774,0.9828908743802458,entailment,True
0f5976ba9ec5643e48175ca5bf76a742,medium_2,medium,How would someone save for a new bass?,"{'A': 'freshwater lake', 'B': 'seafood restaurant', 'C': 'music store', 'D': 'barbershop quartette', 'E': 'river'}",C,0.9125232100486755,0.07870602607727051,0.008770771324634552,0.903752438724041,entailment,True
